Year,Title,Title Name,Average_Depth,Max_Depth,Average_Breadth,Max_Breadth,Num_Leaf_Nodes,Average_Branching_Factor,Variance_Branching_Factor,Number_of_Nodes,Group
2008,21,Food and Drugs,5.085915183476159,8,1011.3333333333334,2928,6483,3.474990454371897,12.269993079328106,9102,Society
2009,21,Food and Drugs,5.101159007726718,8,1092.888888888889,3187,6989,3.454513523006673,11.950073586663422,9836,Society
2010,21,Food and Drugs,5.127247832040164,8,1217.2222222222222,3577,7783,3.453341740226986,11.50885705471433,10955,Society
2011,21,Food and Drugs,5.127393762538756,8,1218.4444444444443,3583,7791,3.453543307086614,11.50768429536831,10966,Society
2012,21,Food and Drugs,5.155471698113208,8,1325.0,3906,8464,3.4452470384282,11.611347678065412,11925,Society
2013,21,Food and Drugs,5.166183414795792,8,1341.2222222222222,3943,8567,3.444634703196347,11.576843359708691,12071,Society
2014,21,Food and Drugs,5.172213114754098,8,1355.5555555555557,3979,8662,3.447993216506501,11.622648601423592,12200,Society
2015,21,Food and Drugs,5.172960601602092,8,1359.3333333333333,3992,8683,3.444945085891298,11.614471068513511,12234,Society
2016,21,Food and Drugs,5.196092278719397,8,1416.0,4140,9039,3.4394062078272603,11.510565909219762,12744,Society
2017,21,Food and Drugs,5.222180252323034,8,1470.7777777777778,4267,9384,3.4352452634310926,11.427742977737925,13237,Society
2018,21,Food and Drugs,5.230632498889054,8,1500.2222222222222,4357,9564,3.4283900457084813,11.409930419728887,13502,Society
2019,21,Food and Drugs,5.229413906079359,8,1526.111111111111,4429,9725,3.424937655860349,11.325163649479617,13735,Society
2020,21,Food and Drugs,5.239400278940028,8,1593.3333333333333,4615,10145,3.4181168057210964,11.33602458230461,14340,Society
2021,21,Food and Drugs,5.240039008080245,8,1595.111111111111,4619,10156,3.4178571428571427,11.336109693877855,14356,Society
2022,21,Food and Drugs,5.247849106551953,8,1678.888888888889,4902,10692,3.419873245812585,11.3205376027663,15110,Society
2023,21,Food and Drugs,5.248231171063942,8,1680.3333333333333,4904,10709,3.4259175351155413,11.339210474395449,15123,Society
1994,22,Foreign Relations and Intercourse,4.240150237620727,8,1449.5555555555557,4568,9493,3.6715451730931608,23.127974448916785,13046,National Defense
1995,22,Foreign Relations and Intercourse,4.236484914294579,8,1432.5555555555557,4526,9384,3.6739811912225706,23.141360639143777,12893,National Defense
1996,22,Foreign Relations and Intercourse,4.264811162247059,8,1521.0,4806,9962,3.6726589750469545,22.877554051401592,13689,National Defense
1997,22,Foreign Relations and Intercourse,4.271133647229265,8,1533.888888888889,4834,10043,3.669324827219564,22.606230750945954,13805,National Defense
1998,22,Foreign Relations and Intercourse,4.315701818666311,8,1667.888888888889,5163,10905,3.655625913297613,21.91988676117809,15011,National Defense
1999,22,Foreign Relations and Intercourse,4.340350877192982,8,1710.0,5219,11148,3.627769919849128,21.79661685606844,15390,National Defense
2000,22,Foreign Relations and Intercourse,4.350684098510185,8,1827.2222222222224,5582,11918,3.632427656284515,21.548566295570826,16445,National Defense
2001,22,Foreign Relations and Intercourse,4.350415932964965,8,1829.888888888889,5585,11937,3.6337157987643423,21.543682309342937,16469,National Defense
2002,22,Foreign Relations and Intercourse,4.359229591235716,8,1886.4444444444443,5756,12298,3.627564102564103,21.484154750168496,16978,National Defense
2003,22,Foreign Relations and Intercourse,4.370595244850479,8,1958.111111111111,5972,12780,3.638653727028701,21.35115507377829,17623,National Defense
2004,22,Foreign Relations and Intercourse,4.99394234409649,9,1848.9,6082,13405,3.636506687647522,20.8202722971632,18489,National Defense
2005,22,Foreign Relations and Intercourse,4.993321936104285,9,1871.8,6193,13570,3.635780885780886,20.909108228600925,18718,National Defense
2006,22,Foreign Relations and Intercourse,5.004481267260696,9,1919.1,6341,13909,3.633093525179856,20.73701916921462,19191,National Defense
2007,22,Foreign Relations and Intercourse,5.007316570486397,9,1940.8,6411,14060,3.628833208676141,20.65636385924249,19408,National Defense
2008,22,Foreign Relations and Intercourse,5.050923861891317,9,2018.7,6558,14639,3.638428262436914,20.60466602279148,20187,National Defense
2009,22,Foreign Relations and Intercourse,5.060179380846755,9,2073.8,6745,15046,3.643183415319747,20.656062107607035,20738,National Defense
2010,22,Foreign Relations and Intercourse,5.078498775663967,9,2123.6,6893,15380,3.626195355191257,20.08550915855909,21236,National Defense
2011,22,Foreign Relations and Intercourse,5.080786332787269,9,2136.5,6935,15470,3.624088210347753,19.52552662834905,21365,National Defense
2012,22,Foreign Relations and Intercourse,5.104547290927862,9,2227.7,7197,16093,3.6021992238033635,18.93780887622355,22277,National Defense
2013,22,Foreign Relations and Intercourse,5.105908584169454,9,2242.5,7265,16201,3.602827763496144,18.96275549989732,22425,National Defense
2014,22,Foreign Relations and Intercourse,5.117657274345504,9,2303.3,7429,16622,3.5925752612696926,18.802028791522616,23033,National Defense
2015,22,Foreign Relations and Intercourse,5.119341029964976,9,2312.7,7456,16682,3.5882079131109386,18.75641641604172,23127,National Defense
2016,22,Foreign Relations and Intercourse,5.138427693840279,9,2409.2,7750,17363,3.580175360380443,18.48967088617452,24092,National Defense
2017,22,Foreign Relations and Intercourse,5.153332797298384,9,2487.4,7990,17910,3.57165422171166,18.32413046285782,24874,National Defense
2018,22,Foreign Relations and Intercourse,5.176274212957572,9,2576.1,8218,18546,3.5703395703395704,18.07873217852465,25761,National Defense
2019,22,Foreign Relations and Intercourse,5.194063319524154,9,2631.1,8349,18911,3.5554054054054056,17.27395726807809,26311,National Defense
2020,22,Foreign Relations and Intercourse,5.19061898415519,9,2701.2,8669,19432,3.563456464379948,17.193202828579626,27012,National Defense
2021,22,Foreign Relations and Intercourse,5.189798903107861,9,2735.0,8778,19678,3.56478102189781,17.584958789377993,27350,National Defense
2022,22,Foreign Relations and Intercourse,5.213545098311197,9,2883.7,9244,20724,3.5542955750030814,17.455236385951892,28837,National Defense
2023,22,Foreign Relations and Intercourse,5.222488765753286,9,2959.7,9486,21256,3.548255604843544,17.49140715969851,29597,National Defense
1994,23,Highways,3.739514348785872,7,169.875,482,1054,4.452459016393442,20.752657887664604,1359,Economy
1995,23,Highways,3.805838424983028,7,184.125,528,1135,4.355029585798817,19.335492454745925,1473,Economy
1996,23,Highways,3.807432432432433,7,185.0,532,1140,4.35,19.26279411764712,1480,Economy
1997,23,Highways,3.807432432432433,7,185.0,532,1140,4.35,19.26279411764712,1480,Economy
1998,23,Highways,4.708211754897874,8,266.55555555555554,790,1772,3.824561403508772,13.551358459945734,2399,Economy
1999,23,Highways,4.707762557077626,8,267.6666666666667,791,1780,3.8282988871224166,13.712967058520132,2409,Economy
2000,23,Highways,4.707762557077626,8,267.6666666666667,791,1780,3.8282988871224166,13.712967058520132,2409,Economy
2001,23,Highways,4.715641766405283,8,269.22222222222223,794,1789,3.820189274447949,13.633283244932167,2423,Economy
2002,23,Highways,4.715641766405283,8,269.22222222222223,794,1789,3.820189274447949,13.633283244932167,2423,Economy
2003,23,Highways,4.7161716171617165,8,269.3333333333333,794,1790,3.821766561514196,13.63857984455998,2424,Economy
2004,23,Highways,4.716701030927835,8,269.44444444444446,794,1791,3.823343848580442,13.647026042651408,2425,Economy
2005,23,Highways,4.236080786026201,7,458.0,1329,2678,3.715010141987829,11.773750354866728,3664,Economy
2006,23,Highways,4.236080786026201,7,458.0,1329,2678,3.715010141987829,11.773750354866728,3664,Economy
2007,23,Highways,4.23595199127114,7,458.25,1331,2679,3.713272543059777,11.764798510319768,3666,Economy
2008,23,Highways,4.238172920065253,7,459.75,1336,2687,3.710393541876892,11.792011045932348,3678,Economy
2009,23,Highways,4.238315217391304,7,460.0,1337,2688,3.7086693548387095,11.80524742293185,3680,Economy
2010,23,Highways,4.237836368578418,7,459.875,1336,2688,3.711402623612513,11.799658073010413,3679,Economy
2011,23,Highways,4.23825047541429,7,460.125,1336,2689,3.70967741935484,11.790712799167292,3681,Economy
2012,23,Highways,4.424825174825175,7,572.0,1563,3275,3.5165257494235203,9.674784547569336,4576,Economy
2013,23,Highways,4.424825174825175,7,572.0,1563,3275,3.5165257494235203,9.674784547569336,4576,Economy
2014,23,Highways,4.423958106044076,7,572.875,1565,3280,3.5165003837298543,9.695621827897194,4583,Economy
2015,23,Highways,4.458860759493671,7,671.5,1831,3834,3.492197659297789,9.65045927952628,5372,Economy
2016,23,Highways,4.458880059138791,7,676.375,1854,3867,3.5038860103626943,9.725373499959804,5411,Economy
2017,23,Highways,4.458880059138791,7,676.375,1854,3867,3.5038860103626943,9.725373499959804,5411,Economy
2018,23,Highways,4.458456425406204,7,677.0,1855,3871,3.504854368932039,9.747711062934028,5416,Economy
2019,23,Highways,4.462387345962847,7,679.625,1856,3885,3.502577319587629,9.70746758422801,5437,Economy
2020,23,Highways,4.462387345962847,7,679.625,1856,3885,3.502577319587629,9.70746758422801,5437,Economy
2021,23,Highways,4.573557046979865,7,931.25,2551,5324,3.503762935089369,10.06936495602974,7450,Economy
2022,23,Highways,4.570332142384544,7,944.625,2593,5403,3.5078922934076138,10.18587085933728,7557,Economy
2023,23,Highways,4.551522566612289,7,919.5,2496,5254,3.4990485252140817,10.233824023334806,7356,Economy
1994,24,Hospitals and Asylums,4.255707762557078,6,62.57142857142857,166,320,3.7033898305084745,7.123886814133871,438,Society
1995,24,Hospitals and Asylums,4.255707762557078,6,62.57142857142857,166,320,3.7033898305084745,7.123886814133871,438,Society
1996,24,Hospitals and Asylums,4.296296296296297,6,65.57142857142857,171,334,3.664,6.943104000000006,459,Society
1997,24,Hospitals and Asylums,4.318965517241379,6,66.28571428571429,171,337,3.645669291338583,6.827205654411316,464,Society
1998,24,Hospitals and Asylums,4.337552742616034,6,67.71428571428571,177,344,3.6384615384615375,6.769289940828418,474,Society
1999,24,Hospitals and Asylums,4.338174273858921,6,68.85714285714286,181,349,3.6165413533834574,6.8078466843801175,482,Society
2000,24,Hospitals and Asylums,4.342105263157895,6,70.57142857142857,186,356,3.572463768115942,6.853444654484327,494,Society
2001,24,Hospitals and Asylums,4.350318471337579,7,58.875,163,336,3.4814814814814814,6.353360768175595,471,Society
2002,24,Hospitals and Asylums,4.350318471337579,7,58.875,163,336,3.4814814814814814,6.353360768175595,471,Society
2003,24,Hospitals and Asylums,4.350318471337579,7,58.875,163,336,3.4814814814814814,6.353360768175595,471,Society
2004,24,Hospitals and Asylums,4.350318471337579,7,58.875,163,336,3.4814814814814814,6.353360768175595,471,Society
2005,24,Hospitals and Asylums,4.3625,7,60.0,168,342,3.471014492753623,6.234667086746495,480,Society
2006,24,Hospitals and Asylums,4.3625,7,60.0,168,342,3.471014492753623,6.234667086746495,480,Society
2007,24,Hospitals and Asylums,4.3625,7,60.0,168,342,3.471014492753623,6.234667086746495,480,Society
2008,24,Hospitals and Asylums,4.389863547758285,7,64.125,191,365,3.45945945945946,6.059167275383478,513,Society
2009,24,Hospitals and Asylums,4.45925925925926,7,67.5,199,385,3.47741935483871,6.068844953173783,540,Society
2010,24,Hospitals and Asylums,4.464088397790055,7,67.875,201,388,3.496774193548387,6.120957336108231,543,Society
2011,24,Hospitals and Asylums,4.4485981308411215,7,66.875,204,383,3.513157894736842,6.026142659279787,535,Society
2012,24,Hospitals and Asylums,4.4485981308411215,7,66.875,204,383,3.513157894736842,6.026142659279787,535,Society
2013,24,Hospitals and Asylums,4.4485981308411215,7,66.875,204,383,3.513157894736842,6.026142659279787,535,Society
2014,24,Hospitals and Asylums,4.447565543071161,7,66.75,203,383,3.529801324503312,6.02394631814393,534,Society
2015,24,Hospitals and Asylums,4.447565543071161,7,66.75,203,383,3.529801324503312,6.02394631814393,534,Society
2016,24,Hospitals and Asylums,4.447565543071161,7,66.75,203,383,3.529801324503312,6.02394631814393,534,Society
2017,24,Hospitals and Asylums,4.442776735459662,7,66.625,204,383,3.546666666666667,6.047822222222213,533,Society
2018,24,Hospitals and Asylums,4.448979591836735,7,67.375,208,387,3.539473684210526,5.998441828254848,539,Society
2019,24,Hospitals and Asylums,4.448979591836735,7,67.375,208,387,3.539473684210526,5.998441828254848,539,Society
2020,24,Hospitals and Asylums,4.453183520599251,7,66.75,202,384,3.553333333333333,6.047155555555546,534,Society
2021,24,Hospitals and Asylums,4.453183520599251,7,66.75,202,384,3.553333333333333,6.047155555555546,534,Society
2022,24,Hospitals and Asylums,4.453183520599251,7,66.75,202,384,3.553333333333333,6.047155555555546,534,Society
2023,24,Hospitals and Asylums,4.453183520599251,7,66.75,202,384,3.553333333333333,6.047155555555546,534,Society
1994,25,Indians,4.18849941755798,8,1049.2222222222222,3036,7032,3.91621733720448,20.657435048574648,9443,Society
1995,25,Indians,4.186473020248065,8,1048.111111111111,3036,7025,3.916943521594684,20.683300956943903,9433,Society
1996,25,Indians,4.21562468335191,8,1096.5555555555557,3157,7328,3.8835104289649744,19.48190440258817,9869,Society
1997,25,Indians,4.216545747682386,8,1102.6666666666667,3181,7366,3.879202501954652,19.44240561888272,9924,Society
1998,25,Indians,4.214995941558442,8,1095.111111111111,3158,7322,3.889108129439621,19.684230222718742,9856,Society
1999,25,Indians,4.214872679314193,8,1095.2222222222222,3158,7323,3.889502762430939,19.70760093665385,9857,Society
2000,25,Indians,4.264697864606997,8,1222.7777777777778,3514,8109,3.7997237569060776,18.20781760324765,11005,Society
2001,25,Indians,4.275083759478046,8,1260.2222222222222,3654,8352,3.7929765886287625,17.96817809644145,11342,Society
2002,25,Indians,4.286185925282363,8,1278.888888888889,3699,8468,3.7833662064431297,17.790347905997766,11510,Society
2003,25,Indians,4.286185925282363,8,1278.888888888889,3699,8468,3.7833662064431297,17.790347905997766,11510,Society
2004,25,Indians,4.303032841823057,8,1326.2222222222222,3827,8779,3.7804878048780486,17.51690783933481,11936,Society
2005,25,Indians,4.316371134020619,8,1347.2222222222222,3864,8901,3.760545905707196,17.197624515881532,12125,Society
2006,25,Indians,4.321504151066255,8,1365.111111111111,3902,9012,3.7522907758094073,17.08311173463179,12286,Society
2007,25,Indians,4.321402424143821,8,1365.888888888889,3906,9017,3.752136752136752,17.104009475806993,12293,Society
2008,25,Indians,4.333174565372707,8,1399.6666666666667,3970,9216,3.725524992605738,16.76997550817448,12597,Society
2009,25,Indians,4.332221163012393,8,1398.6666666666667,3969,9210,3.726169330965068,16.782624816797192,12588,Society
2010,25,Indians,4.389971325637821,8,1511.2222222222222,4193,9894,3.668734826004856,15.195361846867032,13601,Society
2011,25,Indians,4.389795618291428,8,1511.3333333333333,4193,9895,3.669004585918533,15.202284496068463,13602,Society
2012,25,Indians,4.391211854460094,8,1514.6666666666667,4200,9915,3.667204735001345,15.18841330567529,13632,Society
2013,25,Indians,4.396539135514018,8,1521.7777777777778,4208,9961,3.6666666666666665,15.13842034806035,13696,Society
2014,25,Indians,4.398660454280722,8,1526.2222222222222,4213,9991,3.6675567423230975,15.141016860933538,13736,Society
2015,25,Indians,4.398660454280722,8,1526.2222222222222,4213,9991,3.6675567423230975,15.141016860933538,13736,Society
2016,25,Indians,4.440561364887176,8,1211.3333333333333,3204,7869,3.594131223211342,15.519081943875,10902,Society
2017,25,Indians,4.4361065796628605,8,1226.0,3237,7954,3.5821428571428573,15.312733070500071,11034,Society
2018,25,Indians,4.445315981816561,8,1246.5555555555557,3301,8080,3.573749601784008,15.183713592605576,11219,Society
2019,25,Indians,4.445315981816561,8,1246.5555555555557,3301,8080,3.573749601784008,15.183713592605576,11219,Society
2020,25,Indians,4.459384226064952,8,1317.2222222222222,3523,8528,3.5629696423204087,14.799686762831206,11855,Society
2021,25,Indians,4.459288604180715,8,1318.2222222222222,3527,8534,3.5624624624624626,14.809461804146803,11864,Society
2022,25,Indians,4.46991591150298,8,1361.0,3660,8801,3.5522041763341066,14.420708598683696,12249,Society
2023,25,Indians,4.46991591150298,8,1361.0,3660,8801,3.5522041763341066,14.420708598683696,12249,Society
1994,26,Internal Revenue Code,7.300603250573337,11,3343.0,10158,26916,3.039015151515152,5.708856605831223,40116,Economy
